265  abs_mut=5341 depth=11 abs_father_mut=1073744626 index_father_mut=246 num_children_mut=1 number_cells=0
266  abs_mut=126013 depth=12 abs_father_mut=5341 index_father_mut=265 num_children_mut=1 number_cells=0
267  abs_mut=127617 depth=13 abs_father_mut=126013 index_father_mut=266 num_children_mut=0 number_cells=1
268  abs_mut=3048 depth=8 abs_father_mut=1073742261 index_father_mut=47 num_children_mut=1 number_cells=0
269  abs_mut=4511 depth=9 abs_father_mut=3048 index_father_mut=268 num_children_mut=1 number_cells=0
270  abs_mut=9713 depth=10 abs_father_mut=4511 index_father_mut=269 num_children_mut=1 number_cells=0
271  abs_mut=18631 depth=11 abs_father_mut=9713 index_father_mut=270 num_children_mut=1 number_cells=0
272  abs_mut=30293 depth=12 abs_father_mut=18631 index_father_mut=271 num_children_mut=1 number_cells=0
273  abs_mut=95702 depth=13 abs_father_mut=30293 index_father_mut=272 num_children_mut=0 number_cells=1
274  abs_mut=757 depth=8 abs_father_mut=1073742522 index_father_mut=170 num_children_mut=1 number_cells=0
275  abs_mut=3585 depth=9 abs_father_mut=757 index_father_mut=274 num_children_mut=1 number_cells=0
276  abs_mut=1073754131 depth=10 abs_father_mut=3585 index_father_mut=275 num_children_mut=1 number_cells=0
277  abs_mut=1073761396 depth=11 abs_father_mut=1073754131 index_father_mut=276 num_children_mut=1 number_cells=0
278  abs_mut=31088 depth=12 abs_father_mut=1073761396 index_father_mut=277 num_children_mut=1 number_cells=0
279  abs_mut=62484 depth=13 abs_father_mut=31088 index_father_mut=278 num_children_mut=0 number_cells=1
280  abs_mut=6022 depth=11 abs_father_mut=1073744523 index_father_mut=214 num_children_mut=1 number_cells=0
281  abs_mut=9379 depth=12 abs_father_mut=6022 index_father_mut=280 num_children_mut=1 number_cells=0
282  abs_mut=23046 depth=13 abs_father_mut=9379 index_father_mut=281 num_children_mut=0 number_cells=1
283  abs_mut=22288 depth=8 abs_father_mut=1073742261 index_father_mut=47 num_children_mut=1 number_cells=0
284  abs_mut=27935 depth=9 abs_father_mut=22288 index_father_mut=283 num_children_mut=1 number_cells=0
285  abs_mut=46112 depth=10 abs_father_mut=27935 index_father_mut=284 num_children_mut=1 number_cells=0
286  abs_mut=112470 depth=11 abs_father_mut=46112 index_father_mut=285 num_children_mut=1 number_cells=0
287  abs_mut=143824 depth=12 abs_father_mut=112470 index_father_mut=286 num_children_mut=0 number_cells=1
288  abs_mut=18102 depth=8 abs_father_mut=354 index_father_mut=202 num_children_mut=1 number_cells=0
289  abs_mut=43936 depth=9 abs_father_mut=18102 index_father_mut=288 num_children_mut=1 number_cells=0
290  abs_mut=55997 depth=10 abs_father_mut=43936 index_father_mut=289 num_children_mut=1 number_cells=0
291  abs_mut=145798 depth=11 abs_father_mut=55997 index_father_mut=290 num_children_mut=0 number_cells=1
292  abs_mut=408 depth=8 abs_father_mut=219 index_father_mut=211 num_children_mut=1 number_cells=0
293  abs_mut=2279 depth=9 abs_father_mut=408 index_father_mut=292 num_children_mut=1 number_cells=0
294  abs_mut=8941 depth=10 abs_father_mut=2279 index_father_mut=293 num_children_mut=1 number_cells=0
295  abs_mut=138464 depth=11 abs_father_mut=8941 index_father_mut=294 num_children_mut=0 number_cells=1
296  abs_mut=3265 depth=8 abs_father_mut=1073742261 index_father_mut=47 num_children_mut=1 number_cells=0
297  abs_mut=4446 depth=9 abs_father_mut=3265 index_father_mut=296 num_children_mut=1 number_cells=0
298  abs_mut=1073786791 depth=10 abs_father_mut=4446 index_father_mut=297 num_children_mut=1 number_cells=0
299  abs_mut=69938 depth=11 abs_father_mut=1073786791 index_father_mut=298 num_children_mut=0 number_cells=1
300  abs_mut=1073748233 depth=8 abs_father_mut=219 index_father_mut=211 num_children_mut=1 number_cells=0
301  abs_mut=1073748907 depth=9 abs_father_mut=1073748233 index_father_mut=300 num_children_mut=1 number_cells=0
302  abs_mut=1073768406 depth=10 abs_father_mut=1073748907 index_father_mut=301 num_children_mut=1 number_cells=0
303  abs_mut=53515 depth=11 abs_father_mut=1073768406 index_father_mut=302 num_children_mut=0 number_cells=1
304  abs_mut=3999 depth=8 abs_father_mut=1073742261 index_father_mut=47 num_children_mut=1 number_cells=0
305  abs_mut=1073757351 depth=9 abs_father_mut=3999 index_father_mut=304 num_children_mut=2 number_cells=0
306  abs_mut=38898 depth=10 abs_father_mut=1073757351 index_father_mut=305 num_children_mut=1 number_cells=0
307  abs_mut=49947 depth=11 abs_father_mut=38898 index_father_mut=306 num_children_mut=0 number_cells=1
308  abs_mut=1073743145 depth=8 abs_father_mut=1073742261 index_father_mut=47 num_children_mut=1 number_cells=0
309  abs_mut=2169 depth=9 abs_father_mut=1073743145 index_father_mut=308 num_children_mut=1 number_cells=0
310  abs_mut=1073754008 depth=10 abs_father_mut=2169 index_father_mut=309 num_children_mut=0 number_cells=1
311  abs_mut=1073747469 depth=8 abs_father_mut=1073742261 index_father_mut=47 num_children_mut=1 number_cells=0
312  abs_mut=8715 depth=9 abs_father_mut=1073747469 index_father_mut=311 num_children_mut=1 number_cells=0
313  abs_mut=96162 depth=10 abs_father_mut=8715 index_father_mut=312 num_children_mut=0 number_cells=1
314  abs_mut=57373 depth=10 abs_father_mut=1073757351 index_father_mut=305 num_children_mut=0 number_cells=2
315  abs_mut=1073746556 depth=9 abs_father_mut=508 index_father_mut=48 num_children_mut=1 number_cells=0
316  abs_mut=12026 depth=10 abs_father_mut=1073746556 index_father_mut=315 num_children_mut=0 number_cells=1
317  abs_mut=557 depth=7 abs_father_mut=1073742036 index_father_mut=127 num_children_mut=1 number_cells=0
318  abs_mut=1073750079 depth=8 abs_father_mut=557 index_father_mut=317 num_children_mut=1 number_cells=0
319  abs_mut=87231 depth=9 abs_father_mut=1073750079 index_father_mut=318 num_children_mut=0 number_cells=1
